transaction_id,timestamp,amount,user_id,location,device_type,is_fraud
75bf2767-70ba-4168-b10c-c62044839e8f,2025-06-20T23:28:31.949439,552.16,1330,CA,tablet,0
21d1bbea-0efa-443e-8da9-fa5aabbbcf5d,2025-06-20T23:28:31.962072,432.38,4337,NY,tablet,0
59e7fc1b-da41-4685-8d7a-dbf7c5e175b8,2025-06-20T23:28:31.973294,729.3,9074,NY,desktop,0
df77302d-a97f-4f18-8edb-a1722f09feac,2025-06-20T23:28:31.985907,151.52,3983,CA,tablet,0
d855ddd3-979e-461d-b02a-0794e0b30dd0,2025-06-20T23:28:31.997754,895.49,1366,CA,mobile,0
0b131044-eb00-4981-8925-2f59093f8fc5,2025-06-20T23:28:32.010347,812.46,8334,FL,tablet,0
71fad6d6-c764-42c7-9589-5e1e8b075d20,2025-06-20T23:28:32.021224,335.41,9404,FL,mobile,0
ed86e726-a682-485a-ab26-98b83ff6b09c,2025-06-20T23:28:32.033798,111.31,8791,TX,mobile,0
73786a17-6fb0-40a8-b6f6-a7c0bbab2d11,2025-06-20T23:28:32.046356,910.83,3073,TX,tablet,0
24c58d76-b8df-4a61-8365-de9ac7cab120,2025-06-20T23:28:32.058920,71.62,8997,TX,tablet,0
20f19078-81a0-47d6-a2c5-b11c53df93db,2025-06-20T23:28:32.069917,394.1,8529,WA,tablet,0
22a9e9bf-b20f-4b4b-90a0-b1f5d0959e71,2025-06-20T23:28:32.082473,937.2,9215,TX,mobile,0
7418ab2b-38ec-461e-8415-f41c2471f554,2025-06-20T23:28:32.095003,317.04,3940,CA,tablet,0
3959dae5-5385-4f5e-a0ab-18fd0e588a5c,2025-06-20T23:28:32.105122,329.42,2355,TX,tablet,0
2316060c-4422-46a3-a4af-233f01fcd840,2025-06-20T23:28:32.117675,212.8,8958,NY,tablet,0
fa3e3d14-44f4-45e4-a084-e8f6bc4199d1,2025-06-20T23:28:32.128055,153.7,7247,FL,desktop,0
e87f9128-38fc-4131-8b64-d2eb3c744e92,2025-06-20T23:28:32.139876,58.53,5276,NY,desktop,0
be90c180-ee4f-4f78-b3d7-29f643047a70,2025-06-20T23:28:32.150774,319.06,3090,WA,mobile,0
2ba0aeb6-505f-4eae-9836-e784f0db91d8,2025-06-20T23:28:32.162119,12.08,5236,FL,mobile,0
62f5103d-aab6-4139-bad3-82a4c60a6cda,2025-06-20T23:28:32.174741,557.95,3586,NY,desktop,0
a40f0b24-10d7-4139-9d7a-4672197e0eee,2025-06-20T23:28:32.186520,859.08,9695,NY,desktop,0
3ad970a9-3fd0-481b-a1d5-de942b64afb7,2025-06-20T23:28:32.198728,343.9,9493,WA,mobile,0
92171d7d-9c9e-4ebc-bde2-bc123d4947f9,2025-06-20T23:28:32.209576,944.2,5253,TX,desktop,0
d53e571c-5841-49b2-9d3f-fe08d5112bb3,2025-06-20T23:28:32.221943,316.72,8930,NY,desktop,0
2867204c-0ba0-4c3b-824c-cbaaa4b3e989,2025-06-20T23:28:32.233128,515.23,6474,NY,tablet,0
ce1f7059-2dc8-4067-a2c4-fd33f40b45af,2025-06-20T23:28:32.243210,883.36,2901,NY,tablet,0
3b62ffb3-8d00-417f-86ac-36eaa805c1fd,2025-06-20T23:28:32.255782,857.51,8827,WA,desktop,0
2bc3a6d4-7dce-464b-9c6d-6c417ca14154,2025-06-20T23:28:32.266986,230.67,7185,WA,mobile,0
9c2e254f-9255-46c9-a226-6160b2648eee,2025-06-20T23:28:32.279547,671.94,3823,CA,tablet,0
af2d8bec-6836-4b0b-ba73-5a16002c2953,2025-06-20T23:28:32.292125,456.77,9103,TX,mobile,0
0815576a-1d1c-4139-8410-743d18929649,2025-06-20T23:28:32.304702,528.61,2960,FL,mobile,0
fc944a11-a4a6-4d44-ba3a-d9599a7d0004,2025-06-20T23:28:32.317371,608.14,4632,CA,tablet,0
62a98695-49a3-4f88-9d57-8a79e7f85ab4,2025-06-20T23:28:32.328352,983.49,4524,CA,mobile,0
f917072f-6dba-4f48-a41c-d45edd075e24,2025-06-20T23:28:32.340354,476.36,6366,NY,mobile,0
4c92dbe0-5c43-4143-9ee6-f82a68871a70,2025-06-20T23:28:32.353026,664.39,6494,WA,mobile,0
dc888d31-d756-4eac-b610-af138f03f8f1,2025-06-20T23:28:32.363334,863.33,6202,TX,tablet,0
3dee6f6c-617f-4750-9b57-d651f1f4f51d,2025-06-20T23:28:32.375953,699.35,7736,CA,desktop,0
16ff9471-846c-4e0f-8b68-3b949c228f6e,2025-06-20T23:28:32.387349,723.17,8935,FL,desktop,0
113955f7-2744-4131-8d17-ac7b88902308,2025-06-20T23:28:32.398944,456.22,5233,FL,tablet,0
0f2c60c6-b64d-4d75-aa1d-86266af754d6,2025-06-20T23:28:32.411547,694.11,3427,NY,tablet,0
3fb9b469-1afd-4eda-9f88-2c38c6c44aab,2025-06-20T23:28:32.422173,668.21,7080,TX,mobile,0
4c455165-4313-4e33-8d36-371c604b7b46,2025-06-20T23:28:32.434844,185.49,2140,WA,mobile,0
abc24b3d-67e9-414c-b01c-04df50e025e8,2025-06-20T23:28:32.447505,612.62,9401,FL,mobile,0
e3004228-9144-4ab1-a3ec-1a8b39e0ecc1,2025-06-20T23:28:32.459173,993.01,7478,FL,tablet,0
dc24d807-a8ae-4d5a-ab0b-45b86dbe6978,2025-06-20T23:28:32.471817,345.32,8956,CA,mobile,0
6d00b64f-4055-4799-9851-0de55ec01dd3,2025-06-20T23:28:32.483774,625.92,4246,WA,tablet,0
d2ab36c1-1df0-4931-a9d5-1724e8ca79a5,2025-06-20T23:28:32.495251,385.61,1968,WA,mobile,0
3693b0ac-af43-4ead-b732-c3db4cf981c4,2025-06-20T23:28:32.507928,194.77,4903,TX,tablet,0
1222f046-b26a-4d91-b50f-4e2b9c13f8f1,2025-06-20T23:28:32.519168,643.8,7878,FL,tablet,0
67586b35-4c88-4c01-b5da-0d518f94ca70,2025-06-20T23:28:32.530399,226.68,4492,TX,mobile,0
37068952-d689-4773-96a3-b77a4c31d1ae,2025-06-20T23:28:32.543061,792.25,8755,CA,mobile,0
94d6fb03-45dd-407e-a746-cadb757c8325,2025-06-20T23:28:32.555740,73.91,3606,FL,mobile,0
c1249f04-a4c2-4e17-85b0-72fa06ee8637,2025-06-20T23:28:32.568425,440.29,8207,WA,tablet,0
e17c7880-61dc-400d-bcd8-ebe878d76bec,2025-06-20T23:28:32.579647,205.11,5153,CA,tablet,0
644a557a-209d-4d53-909c-36541c0402d4,2025-06-20T23:28:32.592274,909.05,3207,TX,tablet,0
bc247e5c-f3ba-4435-9036-cdc4e3ce281b,2025-06-20T23:28:32.603916,326.57,4574,CA,desktop,0
31b3f52b-b522-47da-b1b7-9de9f1ee14e4,2025-06-20T23:28:32.616555,956.39,5293,NY,mobile,0
7f8062a6-0de6-4676-b2c6-1084096fec35,2025-06-20T23:28:32.629156,1.9,2716,CA,desktop,0
2a3a26f6-5cd3-49af-b4f9-27d31e7db342,2025-06-20T23:28:32.641080,886.53,1259,CA,mobile,0
195d51b5-4103-4414-a333-f1ba915912a8,2025-06-20T23:28:32.651277,981.22,1166,TX,tablet,0
f87bef63-ebbe-4c97-b762-1921e4b00f14,2025-06-20T23:28:32.662635,307.23,4838,WA,desktop,0
11dd2ad1-e61d-4cfa-9cbb-587accc5d93f,2025-06-20T23:28:32.675349,751.59,7210,TX,mobile,0
db486d23-7493-4e28-b775-888494f3d217,2025-06-20T23:28:32.687717,821.22,3226,NY,tablet,0
b8e088a1-0ffc-43da-9020-8eeded8a0f75,2025-06-20T23:28:32.698473,386.68,9063,TX,tablet,0
43511335-d67b-431e-80fd-bbb5cd5ced24,2025-06-20T23:28:32.710382,313.51,3191,FL,desktop,0
ac29ef31-b8ca-4e64-b3d8-1a59b4874c05,2025-06-20T23:28:32.721704,312.34,2729,CA,mobile,0
6ed22e44-aba7-47b8-ac0d-60237be8a351,2025-06-20T23:28:32.732659,703.91,3087,NY,desktop,0
51de5f05-c2bb-47a7-9cc5-88f438c37a1d,2025-06-20T23:28:32.745404,277.41,1658,TX,tablet,0
5a56fbd1-47de-400f-86da-d935b2c8c72f,2025-06-20T23:28:32.758176,352.32,2544,FL,mobile,0
167f283c-bb22-4724-8a9a-47c978d42cc8,2025-06-20T23:28:32.770239,680.89,5476,FL,desktop,0
088751a9-b132-472c-9784-732b86f4059d,2025-06-20T23:28:32.782924,478.77,8711,TX,tablet,0
931a4328-e020-419a-8f31-2f87d294f910,2025-06-20T23:28:32.795302,118.91,8911,FL,tablet,0
29ca4e97-f55a-4c29-8555-0e0a6dc2849f,2025-06-20T23:28:32.806699,286.0,1688,NY,mobile,0
cd91758c-e043-46e4-9e65-de5acea7b936,2025-06-20T23:28:32.819342,672.2,4261,CA,desktop,0
026d2d8c-2804-4000-a0da-5667c6f31792,2025-06-20T23:28:32.829732,734.13,7675,TX,tablet,0
e0f6a629-ec83-42c7-aff9-dd776f0830d3,2025-06-20T23:28:32.842357,217.48,2874,FL,mobile,0
09f8f91f-e500-4543-ab07-b325811c4ff0,2025-06-20T23:28:32.853798,180.75,3531,WA,mobile,0
5a2c4eb1-d222-42b0-8ca1-21faaeef3879,2025-06-20T23:28:32.865744,930.98,2359,WA,desktop,0
7b5607bd-93ed-4b5f-a2ab-6608d2400ab6,2025-06-20T23:28:32.878353,687.9,9544,CA,mobile,0
f5fd7cc4-5b35-42b6-be56-df8de864f0f8,2025-06-20T23:28:32.891016,22.17,9934,CA,mobile,0
16c3799c-7267-4fb1-b198-2e6b55798df4,2025-06-20T23:28:32.903439,295.65,4580,CA,tablet,0
c3336719-b8a3-4382-9da3-84043a7a01c2,2025-06-20T23:28:32.914129,407.54,5630,WA,desktop,0
698ecc03-5d92-468a-a61d-1cc768feb50d,2025-06-20T23:28:32.925201,99.71,2893,NY,desktop,0
11d017f6-68f6-4e56-a918-d71b098355ce,2025-06-20T23:28:32.937223,728.53,5974,WA,tablet,0
8b1d6dba-e5f9-474b-a8a3-ead7f7b48aed,2025-06-20T23:28:32.949986,797.97,3699,FL,mobile,0
839d22d0-0791-4406-afe7-e6d4e5510e91,2025-06-20T23:28:32.961889,522.64,4575,TX,desktop,0
d4e50a19-93cf-41e9-b5f2-e745fe1d73e5,2025-06-20T23:28:32.973823,137.55,8046,TX,mobile,0
f125e82a-8901-4245-b303-0ced317f0331,2025-06-20T23:28:32.984344,757.65,5250,FL,mobile,0
981220cd-dcaa-439d-a2ba-24527da6e82d,2025-06-20T23:28:32.996992,830.48,9733,NY,desktop,0
ad1b39a4-ff22-4f1d-8bc9-6d4f71b956a6,2025-06-20T23:28:33.007350,682.89,1697,TX,desktop,0
41197fd2-bb5b-40b6-a4cf-1c69068c077d,2025-06-20T23:28:33.019993,410.08,6481,FL,desktop,0
a54cc658-f017-4a26-a837-fa5e8c69459e,2025-06-20T23:28:33.032596,621.88,2619,TX,tablet,0
49c87df3-ef58-4dab-ad3f-36a387aad9e9,2025-06-20T23:28:33.045207,737.03,7078,CA,desktop,0
1b74bce1-ebaa-431d-8b5a-bc57f50bc762,2025-06-20T23:28:33.057824,130.71,1966,CA,tablet,0
2d80821b-add4-4df3-ae3b-cbbc505b3c6b,2025-06-20T23:28:33.070409,379.38,2059,WA,desktop,0
a84798ee-a07b-4883-be20-329c304ab6a0,2025-06-20T23:28:33.080906,472.74,7335,NY,desktop,0
2b525fc4-c3d0-42be-b414-c3a8e185438a,2025-06-20T23:28:33.093386,325.08,7098,CA,mobile,0
03b2f44c-8855-438d-9952-c7c8f4ed1395,2025-06-20T23:28:33.105921,118.97,5501,NY,mobile,0
a214a49d-35d3-4113-8f91-af5b0065bdd6,2025-06-20T23:28:33.116993,413.31,1120,WA,tablet,0
1fe82c85-8f13-43f5-9952-d3eb4223ff82,2025-06-20T23:28:33.128068,369.82,2175,CA,mobile,0
f57468cf-e967-4d19-9655-dfc86c3f4910,2025-06-20T23:28:33.140599,727.4,3542,WA,mobile,0
ef9cfd98-8112-4c2d-8b83-e9949f880e88,2025-06-20T23:28:33.153138,932.49,2863,WA,tablet,0
2850c260-fd60-4c29-8e94-d472b217961f,2025-06-20T23:28:33.163204,893.42,8221,WA,tablet,0
a9195dc4-306b-49e9-a38a-ac2ee1bd5e0f,2025-06-20T23:28:33.173416,455.5,7656,WA,tablet,0
c141485b-f71b-4660-a8d1-5d2379dec1b7,2025-06-20T23:28:33.183535,448.36,8986,TX,mobile,0
ca311db5-7844-4164-8715-770361d2a758,2025-06-20T23:28:33.194834,797.1,4521,TX,mobile,0
f7837012-6d5f-4d04-9afc-5aabf5e52d87,2025-06-20T23:28:33.207438,683.54,2093,WA,mobile,0
6df1cd49-c90f-4357-b92a-5559e30ade26,2025-06-20T23:28:33.219888,435.01,6317,TX,desktop,0
5c303265-d956-4372-b930-4f6a1dc1e466,2025-06-20T23:28:33.231512,170.77,5576,WA,desktop,0
2a988d99-9b88-4312-9501-9b13a433d2d6,2025-06-20T23:28:33.244080,313.25,1641,NY,desktop,0
ae494d1e-199b-47f0-8a28-143f636378f9,2025-06-20T23:28:33.256684,656.94,8482,FL,tablet,0
5d223fa7-f4f5-40dc-b7b4-071b47b1b26a,2025-06-20T23:28:33.267287,507.33,8921,WA,tablet,0
e4016fc0-48e9-4073-a6f0-82ed0df6e9d9,2025-06-20T23:28:33.279858,149.17,3365,WA,mobile,0
3e8bad9c-2f34-427d-a37b-7e005188e0eb,2025-06-20T23:28:33.292424,405.47,5801,WA,tablet,0
1b4c2819-3dca-4db6-8d9a-6f2adf57ffd8,2025-06-20T23:28:33.304986,751.39,4762,TX,tablet,0
7e5f3d6b-227b-4b10-ab83-8936ec1fa1cb,2025-06-20T23:28:33.317547,447.29,7582,FL,tablet,0
3c825683-8d6c-4cb5-ab5e-d231801491e7,2025-06-20T23:28:33.330192,8.04,1938,NY,tablet,0
45bf7953-2f13-4efd-9c77-eb5f1501611f,2025-06-20T23:28:33.341193,509.65,6583,FL,mobile,0
879dd7e0-565e-42d2-b106-49edadff85d4,2025-06-20T23:28:33.352080,845.23,8672,NY,tablet,0
2fa1d9e2-b9e2-4cf5-91e2-8e742bc22be1,2025-06-20T23:28:33.363495,176.05,1680,CA,mobile,0
f3084937-222c-4d22-850b-d3f20c2943c4,2025-06-20T23:28:33.376153,655.72,2149,TX,desktop,0
3d14ed75-09dd-4f70-8934-a8ffe99c33f2,2025-06-20T23:28:33.388816,521.71,5810,WA,desktop,0
be296ebe-3107-4172-bb90-9f2859a7c0ca,2025-06-20T23:28:33.401528,269.91,1923,FL,mobile,0
f3f1a4f1-0084-4514-9b16-88ff6fdfcae3,2025-06-20T23:28:33.414188,248.84,4381,WA,mobile,0
f771c41a-d0b7-499f-8660-9562e171ccf4,2025-06-20T23:28:33.426797,361.99,3615,FL,mobile,0
2ab022ee-8391-48fe-b25b-17e041a60067,2025-06-20T23:28:33.437239,799.16,5831,FL,mobile,0
3d06fd35-25c0-4ce1-9caf-81c676e550c6,2025-06-20T23:28:33.448922,335.32,2787,FL,mobile,0
d66bedc9-4222-4bfb-b391-d4c50d95fc67,2025-06-20T23:28:33.460764,287.51,3481,NY,mobile,0
684f48b1-e402-4f25-a0e8-0acc7098b4cd,2025-06-20T23:28:33.472199,811.71,4166,FL,mobile,0
fdb1ff10-c3d4-41c6-869a-1893af00195d,2025-06-20T23:28:33.483806,775.83,2248,FL,tablet,0
16af8892-04d6-4626-a947-fbae5a7a33da,2025-06-20T23:28:33.496436,564.77,6793,WA,tablet,0
a020c1e5-35db-4824-b38e-77670122d4a7,2025-06-20T23:28:33.509085,969.3,8624,TX,tablet,0
2e38a6af-0a2a-43dd-b384-c693852bc321,2025-06-20T23:28:33.521832,927.5,9627,FL,tablet,0
758642a4-815f-470f-8052-8c8a51a60d06,2025-06-20T23:28:33.533960,952.02,7778,TX,desktop,0
18b35efa-88bd-4742-876d-37dcce2d35f0,2025-06-20T23:28:33.546633,585.2,9533,NY,desktop,0
1076fd5f-f561-40e7-87ed-3cfa759e2b91,2025-06-20T23:28:33.559309,280.82,7848,FL,desktop,0
01440041-5c11-4ec8-a9a3-c346f11a1cce,2025-06-20T23:28:33.571894,998.32,5692,CA,mobile,0
93ea09d5-b508-436e-9236-90f7a4224944,2025-06-20T23:28:33.584519,126.87,6052,FL,desktop,0
4485cca5-751b-4176-8149-7cdbd708f112,2025-06-20T23:28:33.597140,657.48,1806,CA,desktop,0
0e951d2c-7a9b-46af-ba8f-c90cb4d85f0f,2025-06-20T23:28:33.609580,332.5,3665,FL,desktop,0
312a2eb8-c08f-4a4d-90fb-21e16cf76adf,2025-06-20T23:28:33.621243,509.29,7733,CA,tablet,0
4cb0b5c0-c7ae-43b8-9546-b84b1c78647d,2025-06-20T23:28:33.633866,725.23,7193,TX,desktop,0
8c20a980-1ac9-4b1a-bfd7-7c8081f1b969,2025-06-20T23:28:33.646181,381.47,6301,CA,mobile,0
63022675-197d-4778-90a6-f5d98bff8dc2,2025-06-20T23:28:33.656551,886.11,7784,TX,mobile,0
43774593-b3e2-41e4-a31d-9012d3a4e693,2025-06-20T23:28:33.667810,259.95,9892,NY,mobile,0
eee1291e-e2ba-4a5c-b8bb-a768631563c6,2025-06-20T23:28:33.678718,617.68,1647,NY,mobile,0
80f2b4b5-b068-4246-abc4-bbaec3869c1f,2025-06-20T23:28:33.691327,641.47,8415,CA,desktop,0
d5ad9eb8-f4b0-4ca9-bcd3-7dbb94e1e71c,2025-06-20T23:28:33.703927,964.45,4273,NY,mobile,0
70239c35-e449-44f7-a577-23f54afa56ed,2025-06-20T23:28:33.716565,767.69,7484,WA,tablet,0
107eda73-dd6f-402e-88c7-62b28208cc22,2025-06-20T23:28:33.728003,421.8,2293,NY,tablet,0
4014e1c7-47e1-4894-b30b-e2b48bba7aae,2025-06-20T23:28:33.740732,789.96,8319,FL,desktop,0
9434f01d-eba5-467d-b884-54ade9677c59,2025-06-20T23:28:33.753467,98.27,4296,CA,mobile,0
0841ea8a-f799-4368-ba86-61178c07153a,2025-06-20T23:28:33.765589,811.13,8449,NY,desktop,0
dec0ae25-28d7-47fc-be58-1afed61a15ff,2025-06-20T23:28:33.778269,453.07,4462,NY,tablet,0
7e2bfa50-1dad-4c9e-9225-f31d26ff87d2,2025-06-20T23:28:33.790921,311.02,3212,CA,tablet,0
f8065909-a283-42c3-b010-8cbe5077f50b,2025-06-20T23:28:33.803538,774.37,9036,TX,desktop,0
53c451e7-d7ce-452e-a913-e0709c78e226,2025-06-20T23:28:33.814234,125.69,5967,TX,mobile,0
02c52f63-4126-4d45-8a17-b549e07f90a3,2025-06-20T23:28:33.826916,646.56,6116,FL,tablet,0
1d6e1924-2a72-452d-b1e6-effcde166ff8,2025-06-20T23:28:33.839639,187.88,6133,FL,mobile,0
707c72a2-e381-4b5f-bc9a-1008fca1680e,2025-06-20T23:28:33.851033,716.32,8456,TX,mobile,0
2cd6506c-ffc6-4d18-bdbf-3597a362af85,2025-06-20T23:28:33.861296,633.49,9354,TX,tablet,0
43376235-1c44-4487-b016-21ee16587404,2025-06-20T23:28:33.872731,75.78,1637,TX,tablet,0
25200436-8b21-4be8-b0c6-d31c3484cabb,2025-06-20T23:28:33.883694,24.41,3275,WA,tablet,0
d827e50d-8316-4283-ab15-85bf1c26e543,2025-06-20T23:28:33.895934,990.01,7091,FL,mobile,0
289ef201-2cb6-442f-83c4-79a34587ebf6,2025-06-20T23:28:33.907582,362.38,4095,WA,mobile,0
b1eae08b-29f4-4910-ace6-86a2c85bbaf3,2025-06-20T23:28:33.920198,768.11,9635,CA,mobile,0
3de8d9e4-1b24-4e21-8ede-8d20db332e77,2025-06-20T23:28:33.932787,213.48,7472,FL,tablet,0
4cc49930-c9b1-4746-ac45-faba84c127f9,2025-06-20T23:28:33.945440,882.61,5328,FL,tablet,0
a84770a9-cea5-4253-8225-2ddef46c2a3f,2025-06-20T23:28:33.958156,429.8,5579,NY,desktop,0
c4d0e461-4f5f-48a0-a60d-af2c9c75dbfe,2025-06-20T23:28:33.970665,439.39,8089,TX,mobile,0
3138f6b2-bd40-4bc4-96e1-c2ae4a40a6ae,2025-06-20T23:28:33.982467,392.69,1103,TX,tablet,0
6b64d956-d09d-4fc0-a643-e787e571eddc,2025-06-20T23:28:33.992863,51.51,7042,FL,tablet,0
e8085118-b843-4995-ba1b-22ff47ba79df,2025-06-20T23:28:34.005565,172.64,8302,TX,tablet,0
db6b0939-326e-4da1-b586-8d3900d33045,2025-06-20T23:28:34.016164,153.63,7953,CA,desktop,0
391820df-5fdc-43ba-b745-4bc1dc1a47a9,2025-06-20T23:28:34.028823,858.9,5566,TX,tablet,0
d1ba7384-1407-407c-9431-b6b975292883,2025-06-20T23:28:34.041352,477.34,6539,FL,tablet,0
5478e336-cd24-4c65-bbf9-565b31d9165b,2025-06-20T23:28:34.053629,203.34,1728,TX,mobile,0
d49771fd-7fa6-41df-8f99-238dec19940e,2025-06-20T23:28:34.065283,960.85,4915,CA,desktop,0
49d85eb6-8a8a-41ba-95ae-7eb9c49b61cc,2025-06-20T23:28:34.077886,82.65,2300,TX,tablet,0
e96540ff-e1bc-4be6-a124-9e032a2ff93c,2025-06-20T23:28:34.090204,512.64,7358,FL,mobile,0
74a26c1a-af07-4bd8-9b27-d7fc6ccd1f88,2025-06-20T23:28:34.102757,573.32,4637,TX,tablet,0
51d36246-03df-4c8e-925a-010e576a797e,2025-06-20T23:28:34.115260,445.77,2644,WA,desktop,0
6bc31e91-95d7-49a0-b649-262208e2f773,2025-06-20T23:28:34.127919,331.13,4590,WA,tablet,0
5158f71f-b1d0-4cf6-be1d-154d9bd0ec14,2025-06-20T23:28:34.138521,985.93,4375,NY,desktop,1
d4deb878-ca5b-41ee-9e6a-451656b98210,2025-06-20T23:28:34.150396,993.03,8511,FL,tablet,0
6373a9b1-4866-46c0-986c-a99c6f0fd486,2025-06-20T23:28:34.163122,397.61,3480,TX,tablet,0
30d9a56f-cc18-4254-8a72-00d66c8222dc,2025-06-20T23:28:34.175810,302.21,2289,NY,mobile,0
c3f2e8c6-1d01-411e-9fbc-4f3b088ae4c6,2025-06-20T23:28:34.188230,602.55,1105,WA,desktop,0
a61cbdac-463c-4245-bab1-f32fc31aec4b,2025-06-20T23:28:34.199626,775.18,6227,WA,desktop,0
4836d2cf-42ba-4cf2-87f0-b49fd3bb8a3f,2025-06-20T23:28:34.211828,757.21,9526,TX,desktop,0
ce99f171-e907-475d-8ed7-9ac90ce1b08f,2025-06-20T23:28:34.224516,669.78,2683,NY,tablet,0
c18769ba-c08d-47d3-b8ee-9e39c65a2ab9,2025-06-20T23:28:34.235964,862.2,3742,NY,mobile,0
7f92cf57-f878-46a9-961e-1d6de54d9d2e,2025-06-20T23:28:34.247194,315.1,5753,FL,mobile,0
6791de28-b7fa-45fc-9649-73650eeacef9,2025-06-20T23:28:34.258334,413.97,5992,FL,tablet,0
356104a1-f804-4750-b697-cb56d2101a05,2025-06-20T23:28:34.270457,587.58,6619,TX,tablet,0
42bdd38d-01a9-46e5-b7b1-c1e7b15959bf,2025-06-20T23:28:34.280643,324.81,2048,WA,tablet,0
629abcc4-7095-49ab-85cc-7ff1ca9ae18a,2025-06-20T23:28:34.292601,230.35,5914,CA,tablet,0
7a0a421f-c45f-4e29-80ce-2d9e93ee0708,2025-06-20T23:28:34.304229,63.34,1593,WA,tablet,0
43ad9f78-62db-4275-b026-e62314a666e6,2025-06-20T23:28:34.316854,437.79,2782,WA,tablet,0
17d894b4-0912-4d8b-b683-9b5f46d75b87,2025-06-20T23:28:34.329119,916.53,8045,FL,desktop,0
04ab4c99-b383-49f7-ba9e-6cb7c61d0560,2025-06-20T23:28:34.341662,925.89,1393,FL,mobile,0
bfc42a98-6a84-4a30-8e23-945118c708ca,2025-06-20T23:28:34.354378,747.72,6725,FL,desktop,0
56046924-08a5-4022-9b23-d808e2b44b70,2025-06-20T23:28:34.365956,765.26,8820,CA,desktop,0
9b0ba72b-511f-41b4-9aa7-bd77b349e344,2025-06-20T23:28:34.378659,596.58,8195,FL,desktop,0
8f98bee1-d9e2-4702-8ee2-ee5abe41433d,2025-06-20T23:28:34.390958,837.69,7264,TX,mobile,0
17a6715e-8139-43bd-a5bd-757c3f9aeec4,2025-06-20T23:28:34.403658,263.36,7123,TX,desktop,0
6a1544f5-2249-4b85-893a-818f780b98e5,2025-06-20T23:28:34.416391,181.58,2372,NY,tablet,0
f450ab4c-5fe0-46f5-9cdb-cdb0bc97b6c3,2025-06-20T23:28:34.429066,213.11,3374,NY,mobile,0
0336fac0-7296-469d-9118-79704f00aef2,2025-06-20T23:28:34.441171,114.35,5061,FL,desktop,0
798a3c18-77ef-4f86-9198-1a8c8f3353fc,2025-06-20T23:28:34.452425,765.18,1409,NY,desktop,0
31c4671d-beae-40a6-95a2-5a9046d63da3,2025-06-20T23:28:34.465065,819.88,7269,NY,tablet,0
afcb2328-5f72-4fbe-9d27-1369f7f990a2,2025-06-20T23:28:34.475609,39.77,5028,WA,tablet,0
9cc20202-52d7-438e-8ee8-9b596e97a798,2025-06-20T23:28:34.488382,337.94,6421,TX,mobile,0
2f2a1b28-dd37-4706-8167-e1a5f21731c5,2025-06-20T23:28:34.499776,622.75,3304,FL,mobile,0
